path	disposition	basis	rationale	evidence
src/agents/embedded-agent-runner/compact-reasons.ts	KEEP	prior-exact-overlay; base=b703060a80edf4fcbcecba2531e85c9cd3f828f2; source=36a4392c64fdc41527b4191ef3ef156dcc8d7f86; frozen=b703060a80edf4fcbcecba2531e85c9cd3f828f2; candidate=36a4392c64fdc41527b4191ef3ef156dcc8d7f86	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=3
src/agents/embedded-agent-runner/compact.hooks.test.ts	KEEP	prior-exact-overlay; base=1d04068bd35019589a11cfeb490faaf0252ad9d6; source=9b9a3004ed1fc0050cd96a4768f35526dbf6e79f; frozen=1d04068bd35019589a11cfeb490faaf0252ad9d6; candidate=9b9a3004ed1fc0050cd96a4768f35526dbf6e79f	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=11
src/agents/embedded-agent-runner/compact.types.ts	KEEP	prior-exact-overlay; base=924547a5267b903b3dedf5d79fc71c484800b483; source=dea7f8e5b76332e1ce4db31c50cb63c812ef346a; frozen=924547a5267b903b3dedf5d79fc71c484800b483; candidate=dea7f8e5b76332e1ce4db31c50cb63c812ef346a	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-runner/compaction-checkpoint.ts	KEEP	prior-exact-overlay; base=e683eda675a7b0eaf733ea7a71716a13cda5a3b6; source=fd0a2441f5259e2c1376b8bc3cf633ea952ba89e; frozen=e683eda675a7b0eaf733ea7a71716a13cda5a3b6; candidate=fd0a2441f5259e2c1376b8bc3cf633ea952ba89e	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-runner/run.overflow-compaction.harness.ts	KEEP	prior-reviewed-agent-runtime	retain accepted fixture exports and upstream acquireReadOnlyPreparedModelRuntime mock at candidate line 1062	manifest-derived continuation auth fixtures and split-suite mock seams | upstream: read-only prepared-runtime mock for isolated system-agent probes | interleave=no | preservation=pass | proof=overflow-compaction harness and prepared-harness delivery owners | review=read-only agent-runtime audit: clean
src/agents/embedded-agent-runner/run/attempt-client-tools.ts	KEEP	prior-reviewed-agent-runtime	retain upstream imports and coreReadAuthorized at lines 74-79/198 beside accepted trusted-media derivation at 80-91 and subscription bundle at 205-210	closed subscription trust with core/plugin local-media and replay-safe facts | upstream: genuine core read entitlement for bounded Code Mode reconciliation | interleave=yes | preservation=pass | proof=attempt-client-tools 11/11; prompt-policy and reconciliation owners | review=read-only agent-runtime audit: clean
src/agents/embedded-agent-runner/run/attempt-execution-phase.ts	KEEP	prior-exact-overlay; base=9cee54c5a7917ddd6981dbcb168a18eb212f40f3; source=9a3ef3533f6827236ebeeffd18bbc957c206d81e; frozen=9cee54c5a7917ddd6981dbcb168a18eb212f40f3; candidate=9a3ef3533f6827236ebeeffd18bbc957c206d81e	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=6
src/agents/embedded-agent-runner/run/attempt-stream-prepare.test.ts	KEEP	prior-reviewed-agent-runtime	retain all three accepted trust fixtures and upstream execute callback at line 109	subscriptionToolTrust fixtures | upstream: upstream implementation-start callback contract | interleave=no | preservation=pass | proof=attempt-stream-prepare 11/11 | review=read-only agent-runtime audit: clean
src/agents/embedded-agent-runner/run/attempt-stream-prepare.ts	KEEP	prior-reviewed-agent-runtime	retain accepted trust forwarding at lines 97-102/331 and all upstream preparer code at 33/354-384	canonical subscription trust bundle without rediscovery | upstream: two-phase private preparer distinguishes immediate/preflight settlement from implementation start and always disposes | interleave=no | preservation=pass | proof=attempt-stream-prepare 11/11; Code Mode preflight 4/4 and repair 20/20 | review=read-only agent-runtime audit: clean
src/agents/embedded-agent-runner/run/failover-policy.ts	KEEP	prior-exact-overlay; base=bf44bc1e12d2a55c9d2ed0f402f381f53654f867; source=a9fe212047ce586824eae66aca0ddc8f933d3c8e; frozen=bf44bc1e12d2a55c9d2ed0f402f381f53654f867; candidate=a9fe212047ce586824eae66aca0ddc8f933d3c8e	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-runner/run/payloads.ts	KEEP	prior-exact-overlay; base=5575c7cd822f790ab5ef9cafea2ddfdf92051081; source=d7d2f8f10111622e74f691dfd72719eb87adad30; frozen=5575c7cd822f790ab5ef9cafea2ddfdf92051081; candidate=d7d2f8f10111622e74f691dfd72719eb87adad30	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=22
src/agents/embedded-agent-runner/server-endpoint-compaction.ts	KEEP	prior-exact-overlay; base=7c8f0d2f8feed83e916ccd818cbdf9786668dd20; source=51fc16027fac1ca6b7d0035d456c2e83c781ffc1; frozen=7c8f0d2f8feed83e916ccd818cbdf9786668dd20; candidate=51fc16027fac1ca6b7d0035d456c2e83c781ffc1	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-subscribe.handlers.compaction.runtime.ts	KEEP	prior-exact-overlay; base=2ea21ee4b8178ad3cda607f2cad4c7f2c900271c; source=54991e481f4138812f014b6078dd6bd9af4d03cc; frozen=2ea21ee4b8178ad3cda607f2cad4c7f2c900271c; candidate=54991e481f4138812f014b6078dd6bd9af4d03cc	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-subscribe.handlers.compaction.test.ts	KEEP	prior-exact-overlay; base=e69ab883d86484e7a17f4add607612b371721b54; source=443ef07b7cc14953a8a3be3a5626cf514c84f765; frozen=e69ab883d86484e7a17f4add607612b371721b54; candidate=443ef07b7cc14953a8a3be3a5626cf514c84f765	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-subscribe.handlers.compaction.ts	KEEP	prior-exact-overlay; base=321ef70353749d74a97ca6b16edf196dc220b2d4; source=6981dec3ae40757bc834b00b1d02e1118eba2fbe; frozen=321ef70353749d74a97ca6b16edf196dc220b2d4; candidate=6981dec3ae40757bc834b00b1d02e1118eba2fbe	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=11
src/agents/embedded-agent-subscribe.handlers.lifecycle.test.ts	KEEP	prior-exact-overlay; base=203617d21913a98747ae8d450f64b9b890e12986; source=f513a8cbda06b28dcc7766ad00bccdea18c8d864; frozen=203617d21913a98747ae8d450f64b9b890e12986; candidate=f513a8cbda06b28dcc7766ad00bccdea18c8d864	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=6
src/agents/embedded-agent-subscribe.handlers.lifecycle.ts	KEEP	current-upstream-semantic-merge	Keep generation fencing and retry settlement while adopting upstream pending-media failure gating.	focused lifecycle and rejection suites pass
src/agents/embedded-agent-subscribe.handlers.messages.lifecycle.test.ts	KEEP	prior-exact-overlay; base=6cc65af16da7efdf45438ced52f04e41c48494d1; source=fee2cc13be7e86b455c89dcd01c669b3eb3014b5; frozen=6cc65af16da7efdf45438ced52f04e41c48494d1; candidate=fee2cc13be7e86b455c89dcd01c669b3eb3014b5	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=17
src/agents/embedded-agent-subscribe.handlers.messages.lifecycle.ts	KEEP	prior-exact-overlay; base=06eb825962c89d365076f7b542c6ecf40e1861fb; source=b7a1eb2982a163f6c254f726b28c84a318d009cc; frozen=06eb825962c89d365076f7b542c6ecf40e1861fb; candidate=b7a1eb2982a163f6c254f726b28c84a318d009cc	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=152
src/agents/embedded-agent-subscribe.handlers.messages.replies.ts	KEEP	prior-exact-overlay; base=5e4fb9095d4a82799301eb6d82feb45b39a994cb; source=40ba4ff9b0b47bcc7ad6c2fff07b360471ff1ecc; frozen=5e4fb9095d4a82799301eb6d82feb45b39a994cb; candidate=40ba4ff9b0b47bcc7ad6c2fff07b360471ff1ecc	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-subscribe.handlers.messages.stream.ts	KEEP	prior-exact-overlay; base=16464f27f79304a6ec16fd6659d5d751c8f326b9; source=990a0d240a66caa9d6438240ead9d381727ad9c8; frozen=16464f27f79304a6ec16fd6659d5d751c8f326b9; candidate=990a0d240a66caa9d6438240ead9d381727ad9c8	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=2
src/agents/embedded-agent-subscribe.handlers.messages.test-helpers.ts	KEEP	prior-exact-overlay; base=5be611d025d9baad4d6b79ca4d032f92fe9c5c0e; source=e161b27f0ba3953b92da43240147257c4391ff31; frozen=5be611d025d9baad4d6b79ca4d032f92fe9c5c0e; candidate=e161b27f0ba3953b92da43240147257c4391ff31	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-subscribe.handlers.messages.update-stream-items.test.ts	KEEP	prior-exact-overlay; base=4c2b31449082c07ee4a0a2b68d764c330a02d523; source=a519c3c59357b8cb0d90d1d5b9d9ea50abab2cda; frozen=4c2b31449082c07ee4a0a2b68d764c330a02d523; candidate=a519c3c59357b8cb0d90d1d5b9d9ea50abab2cda	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-subscribe.handlers.messages.update-stream-phases.test.ts	KEEP	prior-exact-overlay; base=0ae89a5140ef45abc8dc56d5e07199f1257883c7; source=de7d0cbfcb312285c29684708afb5f84f5bab694; frozen=0ae89a5140ef45abc8dc56d5e07199f1257883c7; candidate=de7d0cbfcb312285c29684708afb5f84f5bab694	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=3
src/agents/embedded-agent-subscribe.handlers.messages.update.ts	KEEP	prior-exact-overlay; base=0916b74fb0dd8bae8423e5bf9231cd63325cff3a; source=81a24f9984ecf4ea4258f97b209f85a8c6bbff94; frozen=0916b74fb0dd8bae8423e5bf9231cd63325cff3a; candidate=81a24f9984ecf4ea4258f97b209f85a8c6bbff94	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=53
src/agents/embedded-agent-subscribe.handlers.tools.completion.ts	KEEP	current-upstream-semantic-merge	Preserve tool completion behavior while extracting after-tool hook dispatch below the enforced owner size limit.	175 tool handler tests; typecheck, lint, build, autoreview, GitNexus clean
src/agents/embedded-agent-subscribe.handlers.tools.results.ts	KEEP	prior-exact-overlay; base=8135cf1cfeed7084a7d28629a4cc531aff8da2d1; source=655d5a9654a86df05c31b8f808b3eabafe85be03; frozen=8135cf1cfeed7084a7d28629a4cc531aff8da2d1; candidate=655d5a9654a86df05c31b8f808b3eabafe85be03	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=3
src/agents/embedded-agent-subscribe.handlers.tools.start.ts	KEEP	prior-exact-overlay; base=df2136e8483257fa757bca4d44a4f086578438f5; source=2794be27ed8f5beb9c00b4ad3645a17ca47c541f; frozen=df2136e8483257fa757bca4d44a4f086578438f5; candidate=2794be27ed8f5beb9c00b4ad3645a17ca47c541f	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=2
src/agents/embedded-agent-subscribe.handlers.tools.ts	KEEP	prior-reviewed-new; category=cure-owner-extraction	Make the existing handler module the canonical two-phase lifecycle owner, preserve its public re-exports, and remove the duplicated inline owner from embedded-agent-subscribe.ts.	The accepted file is a narrow re-export shell while lifecycle behavior remains inline in embedded-agent-subscribe.ts. | upstream: No current upstream delta exists for this path. | interleave=no | preservation=full | proof=tool handler and Code Mode owners plus max-lines/dead-export/final changed gates
src/agents/embedded-agent-subscribe.handlers.ts	KEEP	prior-reviewed-agent-runtime	retain async callback and pass deliveryGeneration into handleToolExecutionEnd at line 176	generation-fenced serialized attempt delivery | upstream: upstream detached tool completion is explicit async/await | interleave=yes | preservation=pass | proof=handler tool owner 222 assertions plus changed gate | review=read-only agent-runtime audit: clean
src/agents/embedded-agent-subscribe.handlers.types.ts	KEEP	prior-exact-overlay; base=24d1353c882f28a540593a77b211dde497dddb60; source=b7b9efe20b3f97d0fd2c2188296dc0e58b3324a5; frozen=24d1353c882f28a540593a77b211dde497dddb60; candidate=b7b9efe20b3f97d0fd2c2188296dc0e58b3324a5	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=5
src/agents/embedded-agent-subscribe.reply-delivery.ts	KEEP	current-upstream-semantic-merge	Keep continuation generation-scoped non-media retries and upstream failed-media restoration; media-bearing replies are retained rather than blindly retried.	85 focused agent tests pass
src/agents/embedded-agent-subscribe.reply-tags.test.ts	KEEP	prior-exact-overlay; base=9fc19fe1d89694d76272c0035477aead5b6990e2; source=a7c1e89400ac99c22d1632eb0c96e39e9d1bc42f; frozen=9fc19fe1d89694d76272c0035477aead5b6990e2; candidate=a7c1e89400ac99c22d1632eb0c96e39e9d1bc42f	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-subscribe.stream-rendering.ts	KEEP	prior-exact-overlay; base=be2b4f7aa424a1ad032757dda6cf23915c9f536d; source=8b95dd5963ba5b1365da31f198ed9b6fc00e4ca7; frozen=be2b4f7aa424a1ad032757dda6cf23915c9f536d; candidate=8b95dd5963ba5b1365da31f198ed9b6fc00e4ca7	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=8
src/agents/embedded-agent-subscribe.ts	KEEP	prior-reviewed-agent-runtime	move the complete lifecycle into embedded-agent-subscribe.handlers.tools.ts; consume only completed terminal facts and fail closed on stale; old owner falls from 704 to below 700 lines	generation-safe delivery and repeated-compaction ownership | upstream: upstream records actual implementation start and authenticates no-start errors | interleave=no | preservation=pass | proof=tool handlers 218 assertions; Code Mode 24 assertions; changed gate | review=read-only agent-runtime audit: P1 found and repaired
src/agents/embedded-agent-tool-media.ts	KEEP	prior-exact-overlay; base=940a059ffe8144333e2313f6c946276f93c3a0a0; source=0268cd97545f561d74407c983e00f6cf9c3a4221; frozen=940a059ffe8144333e2313f6c946276f93c3a0a0; candidate=0268cd97545f561d74407c983e00f6cf9c3a4221	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/embedded-agent-utils.ts	KEEP	prior-exact-overlay; base=adb17dd469886a1bfc2d750388a96136f17b795a; source=5f9aae84a7e291b594a6b838a52164b9e5beb7e9; frozen=adb17dd469886a1bfc2d750388a96136f17b795a; candidate=5f9aae84a7e291b594a6b838a52164b9e5beb7e9	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=2
src/agents/openclaw-tools.session-status.test.ts	KEEP	current-only-reviewed; accepted: Test session_status against the dedicated session-entry-runtime owner. | frozen: Import the helper through the types barrel.	The accepted owner boundary retains the same per-agent model metadata assertions.	source/candidate 5dba70716588; frozen 86ead4b634a1; session_status metadata tests
src/agents/openclaw-tools.sessions.test.ts	KEEP	current-only-reviewed; accepted: Use createOpenClawTestState, a scoped store path, and explicit agent-database cleanup. | frozen: Use a hard-coded /tmp/sessions.json response without state cleanup.	The accepted SQLite/store isolation is stronger and preserves sessions_list behavior.	source/candidate 9bead9a61ce1; frozen a68d48b4a73a; sessions_list mailbox-filter test
src/agents/openclaw-tools.subagents.sessions-spawn.lifecycle.test.ts	KEEP	current-only-reviewed; accepted: Use isolated OpenClaw state, a scoped store-path spy, cleanup, and actionable lifecycle diagnostics. | frozen: Remove the isolated database/store fixture and shorten diagnostics.	The accepted lifecycle fixture is stronger and preserves sessions_spawn behavior.	source/candidate faef48e6994c; frozen 0d6eed22a42e; sessions_spawn lifecycle tests
src/agents/openclaw-tools.ts	KEEP	prior-exact-overlay; base=d30686bba388aae6cf1c71b5e3a93fe66b9875b8; source=e5396058bc5a505d011fcba81e453de57e2b47b5; frozen=d30686bba388aae6cf1c71b5e3a93fe66b9875b8; candidate=e5396058bc5a505d011fcba81e453de57e2b47b5	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/sandbox/fs-bridge.boundary.test.ts	KEEP	prior-exact-overlay; base=db7fc41f1713bf75cc0f76687b4d572d90831898; source=70ff198c0c6bc93a7135b75506e5ff9bde1c7b71; frozen=db7fc41f1713bf75cc0f76687b4d572d90831898; candidate=70ff198c0c6bc93a7135b75506e5ff9bde1c7b71	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/sandbox/remote-fs-bridge.test.ts	KEEP	prior-exact-overlay; base=864f1c16e5aa6c99f76cf967403f786c09f75a47; source=3366030e3470166631d3242923667ee967d65d2e; frozen=864f1c16e5aa6c99f76cf967403f786c09f75a47; candidate=3366030e3470166631d3242923667ee967d65d2e	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/session-transcript-repair.ts	KEEP	prior-exact-overlay; base=9ad76b870053c147a828ab1e633dd335ca1c5373; source=fd8aef8c2cf374660c4cee413832fd2abc481964; frozen=9ad76b870053c147a828ab1e633dd335ca1c5373; candidate=fd8aef8c2cf374660c4cee413832fd2abc481964	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=22
src/agents/sessions/package-manager.test.ts	KEEP	current-only-reviewed; accepted: Isolate HOME/USERPROFILE and create a Git workspace for the missing-resource test. | frozen: Run against ambient host state.	The accepted fixture prevents host package state from changing the missing-package result.	source/candidate 4d3d89e8eff5; frozen a31034c5399f; DefaultPackageManager.resolve test
src/agents/shell-snapshot.ts	KEEP	prior-exact-overlay; base=63a39412869dbab6243c31762516586f6165ebc0; source=c36cd8e2fc4c3a294cd12eeb2bab67385f3aa8d2; frozen=63a39412869dbab6243c31762516586f6165ebc0; candidate=c36cd8e2fc4c3a294cd12eeb2bab67385f3aa8d2	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=2
src/agents/spawn-pipeline.ts	KEEP	prior-exact-overlay; base=a8c481810b05dd4d1777607629734cef92cc7b20; source=9862cce8fc15d89a50b58a9bbf800189e6cef49a; frozen=a8c481810b05dd4d1777607629734cef92cc7b20; candidate=9862cce8fc15d89a50b58a9bbf800189e6cef49a	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=2
src/agents/subagents/announce/subagent-announce-descendant-wake.ts	KEEP	prior-exact-overlay; base=1cfb4fcc4a7e3832a0752eebf861adaa32f2fe1e; source=a4b036540af93e8623aff4439b2f145c0acdf1cb; frozen=1cfb4fcc4a7e3832a0752eebf861adaa32f2fe1e; candidate=a4b036540af93e8623aff4439b2f145c0acdf1cb	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=42
src/agents/subagents/announce/subagent-announce-output.ts	KEEP	prior-exact-overlay; base=34d014b40aaea2476968c2c285b5f36b18a3d3f7; source=0a7aa1d80f976550d7c61a2c31598cc0cab0ea41; frozen=34d014b40aaea2476968c2c285b5f36b18a3d3f7; candidate=0a7aa1d80f976550d7c61a2c31598cc0cab0ea41	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=4
src/agents/subagents/announce/subagent-announce.format.e2e.test.ts	KEEP	prior-exact-overlay; base=8d524fb6d76bfbccc4f1864d3e102b3ad43c465b; source=26dc5c4b4264c3542494cf44e39a6bd6f3d307fc; frozen=8d524fb6d76bfbccc4f1864d3e102b3ad43c465b; candidate=26dc5c4b4264c3542494cf44e39a6bd6f3d307fc	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=7
src/agents/subagents/announce/subagent-announce.requester-settle-wake.ts	KEEP	prior-exact-overlay; base=832d5f007bebaa51cb143ea2d05ed844030faf96; source=8a560641e74e93480ded16136a89d2a19e977a34; frozen=832d5f007bebaa51cb143ea2d05ed844030faf96; candidate=8a560641e74e93480ded16136a89d2a19e977a34	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/subagents/announce/subagent-announce.test.ts	KEEP	prior-exact-overlay; base=915620f68e2b071cd6d08bc1c221635839c4aaf8; source=c3622ea2b8cf10818323b54e061c39fa49fe5364; frozen=915620f68e2b071cd6d08bc1c221635839c4aaf8; candidate=c3622ea2b8cf10818323b54e061c39fa49fe5364	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=2
src/agents/subagents/announce/subagent-announce.timeout.test.ts	KEEP	prior-exact-overlay; base=14b900012e3782b1c7edd3bb3a822e0e316335dc; source=c86103199670594b1d42058cb30ce9d520d6763e; frozen=14b900012e3782b1c7edd3bb3a822e0e316335dc; candidate=c86103199670594b1d42058cb30ce9d520d6763e	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/subagents/announce/subagent-announce.ts	KEEP	prior-exact-overlay; base=0472571d94792df01491c56b11785b43c11c3395; source=b29da4502a70a8bd6bdadfb2848d5a0613736437; frozen=0472571d94792df01491c56b11785b43c11c3395; candidate=b29da4502a70a8bd6bdadfb2848d5a0613736437	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=176
src/agents/subagents/completion/subagent-completion-admission.store.ts	KEEP	prior-exact-overlay; base=86f4aed0adbe389b3f77f7377c368167cb090357; source=f9e1a04ee69795ad2366ff81abd6d0376e10a362; frozen=86f4aed0adbe389b3f77f7377c368167cb090357; candidate=f9e1a04ee69795ad2366ff81abd6d0376e10a362	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/subagents/registry/subagent-control-messaging.ts	KEEP	prior-exact-overlay; base=8675a148887aa8c2d877ee6b050181a3947ff3e0; source=657bca47a0d997708c8554bf8c77806f6d59ded2; frozen=8675a148887aa8c2d877ee6b050181a3947ff3e0; candidate=657bca47a0d997708c8554bf8c77806f6d59ded2	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=11
src/agents/subagents/registry/subagent-registry-completion.ts	KEEP	prior-exact-overlay; base=e08bf043d0c9e9308a0168f243040dc18d1e4c95; source=beecf723f820bb8516d026055c56bd5b97ea4f4e; frozen=e08bf043d0c9e9308a0168f243040dc18d1e4c95; candidate=beecf723f820bb8516d026055c56bd5b97ea4f4e	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/subagents/registry/subagent-registry-lifecycle-announce-cleanup.ts	KEEP	prior-exact-overlay; base=d2212903e670b86ece3c8ff9fb290e60b6c9c8dc; source=a35493bbeabd6e1115bcf06b9fd6a2ea29818f00; frozen=d2212903e670b86ece3c8ff9fb290e60b6c9c8dc; candidate=a35493bbeabd6e1115bcf06b9fd6a2ea29818f00	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/subagents/registry/subagent-registry-lifecycle-completion.ts	KEEP	prior-exact-overlay; base=4a2b082d22bd3a6ea3ecb5a57efea62265df6eac; source=5350bc4e37cee0ff2f7514e503bef174cf28622b; frozen=4a2b082d22bd3a6ea3ecb5a57efea62265df6eac; candidate=5350bc4e37cee0ff2f7514e503bef174cf28622b	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=3
src/agents/subagents/registry/subagent-registry-lifecycle-delivery.ts	KEEP	prior-exact-overlay; base=14d895911de08a4de74beebe98193e101fc89b88; source=a070ba09be475d6bcbb7ac23a4c2bed5447f096b; frozen=14d895911de08a4de74beebe98193e101fc89b88; candidate=a070ba09be475d6bcbb7ac23a4c2bed5447f096b	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/subagents/registry/subagent-registry-maintenance.ts	KEEP	prior-exact-overlay; base=9fde2d0dded12b8061274909576f4c0457388c79; source=a5d5b9529532dae5b484a42031fa07eebfbe3cf7; frozen=9fde2d0dded12b8061274909576f4c0457388c79; candidate=a5d5b9529532dae5b484a42031fa07eebfbe3cf7	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=3
src/agents/subagents/registry/subagent-registry-queries.ts	KEEP	prior-exact-overlay; base=0016e350b577f185d7d8ab617405ae82923eec8a; source=3724b8cc7845ecb6c5c0a168bd9003b19d22925c; frozen=0016e350b577f185d7d8ab617405ae82923eec8a; candidate=3724b8cc7845ecb6c5c0a168bd9003b19d22925c	Current upstream blob equals the old merge-base blob and candidate blob equals the accepted-source blob; preserve this exact accepted overlay because no current upstream hunk exists on the path.	dropped_lines=1
src/agents/subagents/registry/subagent-registry-restart-recovery.test.ts	KEEP	prior-reviewed-lifecycle	retain upstream mock removals/table coverage at lines 35-37/221-323 and accepted durability blocks at 655-685/1043-1085	durable accepted-run remap ownership, persistence diagnostics, and wedge terminalization | upstream: recover bounded user direction from structured transcripts while ignoring reasoning | interleave=no | preservation=pass | proof=core-isolated restart recovery 36/36 | review=read-only lifecycle audit: clean
